Accession,GWAS_ID,Reference,Year,Orientation,Origin,Continent,Country,Region,Azithromycin,Ceftriaxone,Ciprofloxacin,MtrA,MtrC,FarA,Mtr_Upregulation
ERR1528285,ERR1528285,Harris2018,2013.0,,,Europe,Netherlands,,0.125,0.006,0.012,Inducible,Intact,Intact,Yes
ERR1528286,ERR1528286,Harris2018,2013.0,,,Europe,Netherlands,,0.19,0.016,0.016,Inducible,Intact,Intact,Yes
ERR1528287,ERR1528287,Harris2018,2013.0,,,Europe,Netherlands,,0.25,0.004,0.003,Inducible,Intact,Intact,Yes
ERR1528288,ERR1528288,Harris2018,2013.0,,,Europe,Netherlands,,0.25,0.047,32,Inducible,Intact,Intact,Yes
ERR1528289,ERR1528289,Harris2018,2013.0,,,Europe,Netherlands,,0.19,0.064,16,Inducible,Intact,Intact,Yes
ERR1528290,ERR1528290,Harris2018,2013.0,,,Europe,Netherlands,,0.125,0.012,0.008,Inducible,Intact,Intact,Yes
ERR1528291,ERR1528291,Harris2018,2013.0,,,Europe,Netherlands,,0.125,0.047,12,Inducible,Intact,Intact,Yes
ERR1528292,ERR1528292,Harris2018,2013.0,,,Europe,Netherlands,,0.19,0.032,8,Inducible,Intact,Intact,Yes
ERR1528293,ERR1528293,Harris2018,2013.0,,,Europe,Netherlands,,0.25,0.003,0.004,Inducible,Intact,Intact,Yes
ERR1528294,ERR1528294,Harris2018,2013.0,,,Europe,Netherlands,,0.094,0.003,0.002,Inducible,Intact,LOF,Yes
ERR1528295,ERR1528295,Harris2018,2013.0,,,Europe,Netherlands,,0.19,0.047,12,Inducible,Intact,Intact,Yes
ERR1528296,ERR1528296,Harris2018,2013.0,,,Europe,Netherlands,,0.125,0.004,0.003,Inducible,Intact,Intact,Yes
ERR1528297,ERR1528297,Harris2018,2013.0,,,Europe,Netherlands,,0.047,0.004,0.75,Inducible,Intact,Intact,Yes
ERR1528298,ERR1528298,Harris2018,2013.0,,,Europe,Netherlands,,0.25,0.004,0.004,Inducible,Intact,Intact,Yes
ERR1528299,ERR1528299,Harris2018,2013.0,,,Europe,Sweden,,1,0.006,0.006,Inducible,Intact,Intact,Yes
ERR1528300,ERR1528300,Harris2018,2013.0,,,Europe,Sweden,,0.38,0.047,32,Inducible,Intact,Intact,Yes
ERR1528301,ERR1528301,Harris2018,2013.0,,,Europe,Sweden,,0.5,0.094,32,Inducible,Intact,Intact,Yes
ERR1528302,ERR1528302,Harris2018,2013.0,,,Europe,Sweden,,0.38,0.004,0.004,Inducible,Intact,Intact,Yes
ERR1528303,ERR1528303,Harris2018,2013.0,,,Europe,Sweden,,0.25,0.002,0.004,Inducible,Intact,Intact,Yes
ERR1528304,ERR1528304,Harris2018,2013.0,,,Europe,Sweden,,0.19,0.008,32,Inducible,Intact,Intact,Yes
ERR1528305,ERR1528305,Harris2018,2013.0,,,Europe,Sweden,,0.19,0.032,12,Inducible,Intact,Intact,Yes
ERR1528306,ERR1528306,Harris2018,2013.0,,,Europe,Sweden,,0.19,0.004,0.004,Inducible,Intact,Intact,Yes
ERR1528307,ERR1528307,Harris2018,2013.0,,,Europe,Sweden,,0.38,0.004,0.004,Inducible,Intact,Intact,Yes
ERR1528308,ERR1528308,Harris2018,2013.0,,,Europe,Sweden,,0.094,0.006,0.004,LOF,Intact,Intact,No
ERR1528309,ERR1528309,Harris2018,2013.0,,,Europe,Sweden,,0.032,0.003,0.004,Inducible,LOF,LOF,Yes
ERR1528310,ERR1528310,Harris2018,2013.0,,,Europe,Sweden,,1,0.004,0.004,Inducible,Intact,Intact,Yes
ERR1528311,ERR1528311,Harris2018,2013.0,,,Europe,Sweden,,0.064,0.003,4,Inducible,Intact,LOF,Yes
ERR1528312,ERR1528312,Harris2018,2013.0,,,Europe,Sweden,,0.25,0.003,0.004,Inducible,Intact,Intact,Yes
ERR1528313,ERR1528313,Harris2018,2013.0,,,Europe,Greece,,0.19,0.016,0.006,LOF,Intact,Intact,No
ERR1528314,ERR1528314,Harris2018,2013.0,,,Europe,Greece,,1,0.064,32,Inducible,Intact,Intact,Yes
ERR1528315,ERR1528315,Harris2018,2013.0,,,Europe,Greece,,1,0.094,0.023,Inducible,Intact,Intact,Yes
ERR1528316,ERR1528316,Harris2018,2013.0,,,Europe,Greece,,0.5,0.032,32,Inducible,Intact,,Yes
ERR1528317,ERR1528317,Harris2018,2013.0,,,Europe,Greece,,0.38,0.047,32,Inducible,Intact,Intact,Yes
ERR1528318,ERR1528318,Harris2018,2013.0,,,Europe,Sweden,,1,0.047,0.032,Inducible,Intact,Intact,Yes
ERR1528319,ERR1528319,Harris2018,2013.0,,,Europe,Greece,,0.38,0.006,0.006,Inducible,Intact,Intact,Yes
ERR1528320,ERR1528320,Harris2018,2013.0,,,Europe,Greece,,1,0.094,32,Inducible,Intact,LOF,Yes
ERR1528321,ERR1528321,Harris2018,2013.0,,,Europe,Greece,,0.75,0.094,32,Inducible,Intact,,Yes
ERR1528322,ERR1528322,Harris2018,2013.0,,,Europe,Greece,,0.19,0.012,0.008,Inducible,Intact,Intact,Yes
ERR1528323,ERR1528323,Harris2018,2013.0,,,Europe,Greece,,0.19,0.008,0.008,Inducible,Intact,Intact,Yes
ERR1528324,ERR1528324,Harris2018,2013.0,,,Europe,Denmark,,0.032,0.002,0.002,Inducible,LOF,Intact,Yes
ERR1528325,ERR1528325,Harris2018,2013.0,,,Europe,Denmark,,0.38,0.002,0.004,Inducible,Intact,Intact,Yes
ERR1528326,ERR1528326,Harris2018,2013.0,,,Europe,Denmark,,0.25,0.023,32,Inducible,Intact,Intact,Yes
ERR1528327,ERR1528327,Harris2018,2013.0,,,Europe,Denmark,,1,0.032,32,Inducible,Intact,Intact,Yes
ERR1528328,ERR1528328,Harris2018,2013.0,,,Europe,Denmark,,0.25,0.016,32,Inducible,Intact,Intact,Yes
ERR1528329,ERR1528329,Harris2018,2013.0,,,Europe,Denmark,,0.047,0.002,0.003,Inducible,Intact,Intact,Yes
ERR1528330,ERR1528330,Harris2018,2013.0,,,Europe,Denmark,,0.25,0.004,2,Inducible,Intact,Intact,Yes
ERR1528331,ERR1528331,Harris2018,2013.0,,,Europe,Denmark,,0.19,0.006,0.002,Inducible,Intact,Intact,Yes
ERR1528332,ERR1528332,Harris2018,2013.0,,,Europe,Denmark,,0.38,0.002,0.004,Inducible,Intact,Intact,Yes
ERR1528333,ERR1528333,Harris2018,2013.0,,,Europe,Denmark,,0.047,0.006,2,Inducible,Intact,Intact,No
ERR1528334,ERR1528334,Harris2018,2013.0,,,Europe,Denmark,,0.19,0.016,8,Inducible,Intact,Intact,Yes
ERR1549677,ERR1549677,Harris2018,2013.0,,,Europe,Germany,,,0.003,,Inducible,Intact,Intact,No
ERR1549678,ERR1549678,Harris2018,2013.0,,,Europe,Germany,,,0.016,,Inducible,Intact,Intact,Yes
ERR1549679,ERR1549679,Harris2018,2013.0,,,Europe,Germany,,0.75,0.064,,Inducible,Intact,Intact,Yes
ERR1549680,ERR1549680,Harris2018,2013.0,,,Europe,Germany,,,0.002,,LOF,Intact,LOF,No
ERR1549681,ERR1549681,Harris2018,2013.0,,,Europe,Germany,,,0.047,,Inducible,Intact,Intact,Yes
ERR1549682,ERR1549682,Harris2018,2013.0,,,Europe,Germany,,,0.006,,Inducible,Intact,Intact,Yes
ERR1549683,ERR1549683,Harris2018,2013.0,,,Europe,Germany,,,0.047,,Inducible,Intact,Intact,Yes
ERR1549684,ERR1549684,Harris2018,2013.0,,,Europe,Germany,,,0.094,,Inducible,Intact,Intact,Yes
ERR1549685,ERR1549685,Harris2018,2013.0,,,Europe,Germany,,,0.012,,Inducible,Intact,Intact,Yes
ERR1549686,ERR1549686,Harris2018,2013.0,,,Europe,Germany,,,0.008,,Inducible,Intact,Intact,Yes
ERR1549687,ERR1549687,Harris2018,2013.0,,,Europe,Germany,,,0.032,,Inducible,Intact,Intact,Yes
ERR1549688,ERR1549688,Harris2018,2013.0,,,Europe,Germany,,,0.032,,Inducible,Intact,Intact,Yes
ERR1549689,ERR1549689,Harris2018,2013.0,,,Europe,Germany,,,0.023,,Inducible,Intact,Intact,Yes
ERR1549690,ERR1549690,Harris2018,2013.0,,,Europe,Germany,,,0.047,,Inducible,Intact,Intact,Yes
ERR1549691,ERR1549691,Harris2018,2013.0,,,Europe,Germany,,,0.012,,Inducible,Intact,Intact,Yes
ERR1549692,ERR1549692,Harris2018,2013.0,,,Europe,Germany,,,0.023,,Inducible,Intact,Intact,Yes
ERR1549693,ERR1549693,Harris2018,2013.0,,,Europe,Germany,,,0.012,,Inducible,Intact,Intact,Yes
ERR1549694,ERR1549694,Harris2018,2013.0,,,Europe,Germany,,,0.016,,Inducible,Intact,Intact,Yes
ERR1549695,ERR1549695,Harris2018,2013.0,,,Europe,Germany,,,0.023,,Inducible,Intact,Intact,Yes
ERR1549696,ERR1549696,Harris2018,2013.0,,,Europe,Germany,,,0.012,,Inducible,Intact,Intact,Yes
ERR1549697,ERR1549697,Harris2018,2013.0,,,Europe,Germany,,,0.064,,Inducible,Intact,Intact,Yes
ERR1549698,ERR1549698,Harris2018,2013.0,,,Europe,Germany,,,0.023,,Inducible,Intact,Intact,Yes
ERR1549699,ERR1549699,Harris2018,2013.0,,,Europe,Germany,,,0.012,,Inducible,Intact,Intact,Yes
ERR1549700,ERR1549700,Harris2018,2013.0,,,Europe,Germany,,,0.023,,Inducible,Intact,Intact,Yes
ERR1549701,ERR1549701,Harris2018,2013.0,,,Europe,Germany,,,0.002,,LOF,Intact,LOF,No
ERR1549702,ERR1549702,Harris2018,2013.0,,,Europe,Germany,,,0.008,,Inducible,Intact,Intact,Yes
ERR1549703,ERR1549703,Harris2018,2013.0,,,Europe,Germany,,,0.004,,LOF,Intact,Intact,No
ERR1549704,ERR1549704,Harris2018,2013.0,,,Europe,Germany,,,0.012,,Inducible,Intact,LOF,Yes
ERR1549705,ERR1549705,Harris2018,2013.0,,,Europe,Germany,,,0.004,,LOF,Intact,Intact,No
ERR1549706,ERR1549706,Harris2018,2013.0,,,Europe,Germany,,,0.047,,Inducible,Intact,Intact,No
ERR1549707,ERR1549707,Harris2018,2013.0,,,Europe,Germany,,,0.002,,LOF,Intact,LOF,No
ERR1549708,ERR1549708,Harris2018,2013.0,,,Europe,Germany,,,0.023,,Inducible,Intact,Intact,Yes
ERR1549709,ERR1549709,Harris2018,2013.0,,,Europe,Germany,,,0.002,,LOF,Intact,LOF,No
ERR1549710,ERR1549710,Harris2018,2013.0,,,Europe,Germany,,,0.012,,Inducible,Intact,Intact,Yes
ERR1549711,ERR1549711,Harris2018,2013.0,,,Europe,Germany,,,0.023,,Inducible,Intact,Intact,Yes
ERR1549712,ERR1549712,Harris2018,2013.0,,,Europe,Germany,,,0.016,,Inducible,Intact,Intact,Yes
ERR1549713,ERR1549713,Harris2018,2013.0,,,Europe,Germany,,,0.006,,Inducible,Intact,Intact,Yes
ERR1549714,ERR1549714,Harris2018,2013.0,,,Europe,Germany,,,0.006,,Inducible,Intact,Intact,Yes
ERR1549715,ERR1549715,Harris2018,2013.0,,,Europe,Germany,,,0.012,,Inducible,Intact,Intact,Yes
ERR1549716,ERR1549716,Harris2018,2013.0,,,Europe,Germany,,,0.006,,Inducible,Intact,Intact,Yes
ERR1549717,ERR1549717,Harris2018,2013.0,,,Europe,Latvia,,,0.032,,Inducible,Intact,Intact,Yes
ERR1549718,ERR1549718,Harris2018,2013.0,,,Europe,Latvia,,,0.008,,Inducible,Intact,Intact,Yes
ERR1549719,ERR1549719,Harris2018,2013.0,,,Europe,Latvia,,,0.023,,Inducible,Intact,Intact,Yes
ERR1549720,ERR1549720,Harris2018,2013.0,,,Europe,Latvia,,,0.016,,Inducible,Intact,Intact,Yes
ERR1549721,ERR1549721,Harris2018,2013.0,,,Europe,Latvia,,,0.002,,LOF,Intact,LOF,No
ERR1549722,ERR1549722,Harris2018,2013.0,,,Europe,Latvia,,,0.023,,Inducible,Intact,Intact,Yes
ERR1549723,ERR1549723,Harris2018,2013.0,,,Europe,Latvia,,,0.016,,Inducible,Intact,Intact,Yes
ERR1549724,ERR1549724,Harris2018,2013.0,,,Europe,Latvia,,0.5,0.032,,Inducible,Intact,Intact,Yes
ERR1549725,ERR1549725,Harris2018,2013.0,,,Europe,Latvia,,,0.023,,Inducible,Intact,Intact,Yes
ERR1549726,ERR1549726,Harris2018,2013.0,,,Europe,Latvia,,0.5,0.032,,Inducible,Intact,Intact,Yes
ERR1549727,ERR1549727,Harris2018,2013.0,,,Europe,Latvia,,,0.012,,Inducible,Intact,Intact,Yes
ERR1549728,ERR1549728,Harris2018,2013.0,,,Europe,Latvia,,,0.064,,Inducible,Intact,Intact,Yes
ERR1549729,ERR1549729,Harris2018,2013.0,,,Europe,Latvia,,,0.064,,Inducible,Intact,Intact,Yes
ERR1549730,ERR1549730,Harris2018,2013.0,,,Europe,Latvia,,,0.012,,Inducible,Intact,Intact,Yes
ERR1549731,ERR1549731,Harris2018,2013.0,,,Europe,Latvia,,0.5,0.023,,Inducible,Intact,Intact,Yes
ERR1549732,ERR1549732,Harris2018,2013.0,,,Europe,Latvia,,,0.064,,Inducible,Intact,Intact,Yes
ERR1549733,ERR1549733,Harris2018,2013.0,,,Europe,Latvia,,0.5,0.023,,Inducible,Intact,Intact,Yes
ERR1549734,ERR1549734,Harris2018,2013.0,,,Europe,Latvia,,,0.064,,Inducible,Intact,Intact,Yes
ERR1549735,ERR1549735,Harris2018,2013.0,,,Europe,Latvia,,0.75,0.032,,Inducible,Intact,Intact,Yes
ERR1549736,ERR1549736,Harris2018,2013.0,,,Europe,Latvia,,0.75,0.032,,Inducible,Intact,Intact,Yes
ERR1549737,ERR1549737,Harris2018,2013.0,,,Europe,Latvia,,,0.016,,Inducible,Intact,Intact,Yes
ERR1549738,ERR1549738,Harris2018,2013.0,,,Europe,Latvia,,,0.002,,LOF,Intact,LOF,No
ERR1549739,ERR1549739,Harris2018,2013.0,,,Europe,Latvia,,,0.008,,Inducible,Intact,Intact,Yes
ERR1549740,ERR1549740,Harris2018,2013.0,,,Europe,Latvia,,,0.006,,Inducible,Intact,Intact,Yes
ERR1549741,ERR1549741,Harris2018,2013.0,,,Europe,Latvia,,,0.008,,Inducible,Intact,Intact,Yes
ERR1549742,ERR1549742,Harris2018,2013.0,,,Europe,Latvia,,,0.008,,Inducible,Intact,Intact,Yes
ERR1549743,ERR1549743,Harris2018,2013.0,,,Europe,Latvia,,,0.008,,Inducible,Intact,Intact,Yes
ERR1549744,ERR1549744,Harris2018,2013.0,,,Europe,Latvia,,0.75,0.032,,Inducible,Intact,Intact,Yes
ERR1549745,ERR1549745,Harris2018,2013.0,,,Europe,Latvia,,,0.004,,Inducible,LOF,Intact,Yes
ERR1549746,ERR1549746,Harris2018,2013.0,,,Europe,Latvia,,,0.023,,Inducible,Intact,Intact,Yes
ERR1549747,ERR1549747,Harris2018,2013.0,,,Europe,Latvia,,,0.023,,Inducible,Intact,Intact,Yes
ERR1549748,ERR1549748,Harris2018,2013.0,,,Europe,Latvia,,,0.002,,LOF,Intact,LOF,No
ERR1549749,ERR1549749,Harris2018,2013.0,,,Europe,Latvia,,12,0.016,,Inducible,Intact,Intact,Yes
ERR1549750,ERR1549750,Harris2018,2013.0,,,Europe,Latvia,,,0.002,,LOF,Intact,LOF,No
ERR1549751,ERR1549751,Harris2018,2013.0,,,Europe,Latvia,,,0.002,,LOF,Intact,LOF,No
ERR1549752,ERR1549752,Harris2018,2013.0,,,Europe,Latvia,,0.75,0.023,,Inducible,Intact,Intact,Yes
ERR1549753,ERR1549753,Harris2018,2013.0,,,Europe,Latvia,,,0.002,,LOF,Intact,LOF,No
ERR1549754,ERR1549754,Harris2018,2013.0,,,Europe,Latvia,,0.75,0.023,,Inducible,Intact,Intact,Yes
ERR1549755,ERR1549755,Harris2018,2013.0,,,Europe,Iceland,,0.19,0.032,8,Inducible,Intact,Intact,Yes
ERR1549756,ERR1549756,Harris2018,2013.0,,,Europe,Iceland,,0.25,0.023,0.008,Inducible,Intact,Intact,Yes
ERR1549757,ERR1549757,Harris2018,2013.0,,,Europe,Iceland,,0.125,0.006,32,Inducible,Intact,Intact,Yes
ERR1549758,ERR1549758,Harris2018,2013.0,,,Europe,Iceland,,0.38,0.003,0.003,Inducible,Intact,Intact,Yes
ERR1549759,ERR1549759,Harris2018,2013.0,,,Europe,Iceland,,0.5,0.004,0.002,Inducible,Intact,Intact,Yes
ERR1549760,ERR1549760,Harris2018,2013.0,,,Europe,UK,,0.125,0.004,0.03,Inducible,Intact,Intact,Yes
ERR1549761,ERR1549761,Harris2018,2013.0,,,Europe,UK,,0.25,0.004,0.03,Inducible,Intact,Intact,Yes
ERR1549762,ERR1549762,Harris2018,2013.0,,,Europe,UK,,0.125,0.008,0.03,Inducible,Intact,Intact,Yes
ERR1549763,ERR1549763,Harris2018,2013.0,,,Europe,UK,,0.125,0.002,0.03,Inducible,Intact,Intact,Yes
ERR1549764,ERR1549764,Harris2018,2013.0,,,Europe,UK,,0.25,0.004,0.03,Inducible,Intact,Intact,Yes
ERR1549765,ERR1549765,Harris2018,2013.0,,,Europe,UK,,0.125,0.004,0.03,Inducible,Intact,Intact,Yes
ERR1549766,ERR1549766,Harris2018,2013.0,,,Europe,UK,,0.25,0.03,16,Inducible,Intact,Intact,Yes
ERR1549767,ERR1549767,Harris2018,2013.0,,,Europe,UK,,0.125,0.03,16,Inducible,Intact,Intact,Yes
ERR1549768,ERR1549768,Harris2018,2013.0,,,Europe,UK,,0.125,0.004,0.03,Inducible,Intact,Intact,Yes
ERR1549769,ERR1549769,Harris2018,2013.0,,,Europe,UK,,0.03,0.004,0.03,LOF,Intact,Intact,No
ERR1549770,ERR1549770,Harris2018,2013.0,,,Europe,UK,,0.125,0.002,0.03,Inducible,Intact,LOF,No
ERR1549771,ERR1549771,Harris2018,2013.0,,,Europe,UK,,0.03,0.002,0.03,LOF,Intact,Intact,No
ERR1549772,ERR1549772,Harris2018,2013.0,,,Europe,UK,,0.25,0.03,16,Inducible,Intact,Intact,Yes
ERR1549773,ERR1549773,Harris2018,2013.0,,,Europe,UK,,0.125,0.015,0.03,Inducible,Intact,LOF,No
ERR1549774,ERR1549774,Harris2018,2013.0,,,Europe,UK,,0.25,0.015,8,Inducible,Intact,Intact,Yes
ERR1549775,ERR1549775,Harris2018,2013.0,,,Europe,UK,,0.03,0.004,0.03,LOF,Intact,Intact,No
ERR1549776,ERR1549776,Harris2018,2013.0,,,Europe,UK,,0.03,0.002,0.03,LOF,Intact,Intact,No
ERR1549777,ERR1549777,Harris2018,2013.0,,,Europe,UK,,0.125,0.002,0.03,Inducible,Intact,Intact,No
ERR1549778,ERR1549778,Harris2018,2013.0,,,Europe,UK,,0.125,0.002,0.03,Inducible,Intact,Intact,Yes
ERR1549779,ERR1549779,Harris2018,2013.0,,,Europe,UK,,0.06,0.004,0.03,LOF,Intact,Intact,No
ERR1549780,ERR1549780,Harris2018,2013.0,,,Europe,UK,,0.125,0.008,0.03,LOF,Intact,Intact,No
ERR1549781,ERR1549781,Harris2018,2013.0,,,Europe,UK,,0.125,0.004,0.03,Inducible,Intact,Intact,Yes
ERR1549782,ERR1549782,Harris2018,2013.0,,,Europe,UK,,0.125,0.004,0.03,LOF,Intact,Intact,No
ERR1549783,ERR1549783,Harris2018,2013.0,,,Europe,UK,,0.25,0.002,0.03,Inducible,Intact,LOF,Yes
ERR1549784,ERR1549784,Harris2018,2013.0,,,Europe,UK,,0.5,0.03,16,Inducible,Intact,Intact,Yes
ERR1549785,ERR1549785,Harris2018,2013.0,,,Europe,UK,,0.5,0.015,16,Inducible,Intact,Intact,Yes
ERR1549786,ERR1549786,Harris2018,2013.0,,,Europe,UK,,0.25,0.002,0.03,Inducible,Intact,Intact,Yes
ERR1549787,ERR1549787,Harris2018,2013.0,,,Europe,UK,,0.125,0.004,0.03,Inducible,Intact,Intact,Yes
ERR1549788,ERR1549788,Harris2018,2013.0,,,Europe,UK,,0.25,0.004,8,Inducible,Intact,Intact,Yes
ERR1549789,ERR1549789,Harris2018,2013.0,,,Europe,UK,,0.03,0.004,0.03,LOF,Intact,Intact,No
ERR1549790,ERR1549790,Harris2018,2013.0,,,Europe,UK,,0.03,0.002,0.03,Inducible,Intact,LOF,No
ERR1549791,ERR1549791,Harris2018,2013.0,,,Europe,UK,,0.25,0.008,0.03,Inducible,Intact,Intact,Yes
ERR1549792,ERR1549792,Harris2018,2013.0,,,Europe,UK,,0.125,0.004,0.03,LOF,Intact,Intact,No
ERR1549793,ERR1549793,Harris2018,2013.0,,,Europe,UK,,0.25,0.03,16,Inducible,Intact,Intact,Yes
ERR1555156,ERR1555156,Harris2018,2013.0,,,Europe,UK,,0.125,0.004,0.03,Inducible,Intact,Intact,Yes
ERR1555157,ERR1555157,Harris2018,2013.0,,,Europe,UK,,0.125,0.004,2,Inducible,Intact,Intact,Yes
ERR1555158,ERR1555158,Harris2018,2013.0,,,Europe,UK,,0.25,0.004,8,Inducible,Intact,Intact,Yes
ERR1555159,ERR1555159,Harris2018,2013.0,,,Europe,UK,,0.25,0.002,8,Inducible,Intact,Intact,Yes
ERR1555160,ERR1555160,Harris2018,2013.0,,,Europe,UK,,0.5,0.008,0.03,Inducible,Intact,Intact,Yes
ERR1555161,ERR1555161,Harris2018,2013.0,,,Europe,UK,,0.25,0.004,0.03,Inducible,Intact,Intact,Yes
ERR1555162,ERR1555162,Harris2018,2013.0,,,Europe,UK,,0.25,0.004,0.03,Inducible,Intact,Intact,Yes
ERR1555163,ERR1555163,Harris2018,2013.0,,,Europe,UK,,0.25,0.03,16,Inducible,Intact,Intact,Yes
ERR1555164,ERR1555164,Harris2018,2013.0,,,Europe,UK,,0.5,0.008,0.03,Inducible,Intact,Intact,Yes
ERR1555165,ERR1555165,Harris2018,2013.0,,,Europe,UK,,0.25,0.008,0.03,Inducible,Intact,Intact,Yes
ERR1555166,ERR1555166,Harris2018,2013.0,,,Europe,UK,,0.125,0.008,0.03,Inducible,Intact,Intact,Yes
ERR1555167,ERR1555167,Harris2018,2013.0,,,Europe,UK,,0.25,0.015,4,Inducible,Intact,Intact,Yes
ERR1555168,ERR1555168,Harris2018,2013.0,,,Europe,UK,,0.25,0.03,16,Inducible,Intact,Intact,Yes
ERR1555169,ERR1555169,Harris2018,2013.0,,,Europe,UK,,0.25,0.008,8,Inducible,Intact,Intact,Yes
ERR1555170,ERR1555170,Harris2018,2013.0,,,Europe,UK,,0.125,0.002,0.03,Inducible,Intact,LOF,Yes
ERR1555171,ERR1555171,Harris2018,2013.0,,,Europe,UK,,0.125,0.004,0.03,Inducible,Intact,Intact,Yes
ERR1555172,ERR1555172,Harris2018,2013.0,,,Europe,UK,,0.125,0.008,0.03,Inducible,Intact,Intact,Yes
ERR1555173,ERR1555173,Harris2018,2013.0,,,Europe,UK,,0.125,0.002,0.03,Inducible,Intact,LOF,Yes
ERR1555174,ERR1555174,Harris2018,2013.0,,,Europe,UK,,0.25,0.004,8,Inducible,Intact,Intact,Yes
ERR1555175,ERR1555175,Harris2018,2013.0,,,Europe,UK,,0.125,0.004,0.03,LOF,Intact,Intact,No
ERR1555176,ERR1555176,Harris2018,2013.0,,,Europe,UK,,0.25,0.03,16,Inducible,Intact,Intact,Yes
ERR1555177,ERR1555177,Harris2018,2013.0,,,Europe,UK,,0.125,0.004,0.03,LOF,Intact,Intact,No
ERR1555178,ERR1555178,Harris2018,2013.0,,,Europe,UK,,0.125,0.002,0.03,Inducible,Intact,LOF,Yes
ERR1555179,ERR1555179,Harris2018,2013.0,,,Europe,UK,,0.125,0.002,0.03,Inducible,Intact,LOF,Yes
ERR1555180,ERR1555180,Harris2018,2013.0,,,Europe,UK,,0.25,0.004,16,Inducible,Intact,Intact,Yes
ERR1555181,ERR1555181,Harris2018,2013.0,,,Europe,UK,,0.125,0.004,0.03,Inducible,Intact,LOF,Yes
ERR1555182,ERR1555182,Harris2018,2013.0,,,Europe,UK,,0.25,0.002,0.03,Inducible,Intact,Intact,Yes
ERR1555183,ERR1555183,Harris2018,2013.0,,,Europe,UK,,0.125,0.004,0.03,LOF,Intact,Intact,No
ERR1555184,ERR1555184,Harris2018,2013.0,,,Europe,UK,,0.125,0.004,0.03,Inducible,Intact,Intact,Yes
ERR1555185,ERR1555185,Harris2018,2013.0,,,Europe,UK,,0.25,0.004,8,Inducible,Intact,Intact,Yes
ERR1555186,ERR1555186,Harris2018,2013.0,,,Europe,UK,,0.125,0.004,0.03,Inducible,Intact,Intact,Yes
ERR1555187,ERR1555187,Harris2018,2013.0,,,Europe,UK,,0.125,0.002,0.03,Inducible,Intact,LOF,Yes
ERR1555188,ERR1555188,Harris2018,2013.0,,,Europe,UK,,0.38,0.012,0.06,Inducible,Intact,Intact,Yes
ERR1555189,ERR1555189,Harris2018,2013.0,,,Europe,UK,,0.25,0.004,0.03,Inducible,Intact,Intact,Yes
ERR1555190,ERR1555190,Harris2018,2013.0,,,Europe,UK,,0.25,0.004,0.03,Inducible,Intact,Intact,Yes
ERR1555191,ERR1555191,Harris2018,2013.0,,,Europe,UK,,0.125,0.015,8,Inducible,Intact,Intact,Yes
ERR1555192,ERR1555192,Harris2018,2013.0,,,Europe,UK,,0.25,0.004,8,Inducible,Intact,Intact,Yes
ERR1555193,ERR1555193,Harris2018,2013.0,,,Europe,UK,,0.25,0.004,0.03,Inducible,Intact,Intact,Yes
ERR1555194,ERR1555194,Harris2018,2013.0,,,Europe,UK,,0.03,0.002,0.03,LOF,Intact,LOF,No
ERR1555195,ERR1555195,Harris2018,2013.0,,,Europe,UK,,0.125,0.008,0.03,Inducible,Intact,Intact,Yes
ERR1555196,ERR1555196,Harris2018,2013.0,,,Europe,UK,,0.125,0.002,0.03,Inducible,Intact,Intact,Yes
ERR1555197,ERR1555197,Harris2018,2013.0,,,Europe,UK,,0.03,0.004,0.03,LOF,Intact,Intact,No
ERR1555198,ERR1555198,Harris2018,2013.0,,,Europe,UK,,0.125,0.002,0.03,Inducible,Intact,Intact,No
ERR1555199,ERR1555199,Harris2018,2013.0,,,Europe,UK,,0.03,0.002,0.03,LOF,Intact,Intact,No
ERR1555200,ERR1555200,Harris2018,2013.0,,,Europe,UK,,0.03,0.002,0.03,LOF,Intact,Intact,No
ERR1555201,ERR1555201,Harris2018,2013.0,,,Europe,UK,,0.25,0.015,16,Inducible,Intact,Intact,Yes
ERR1555202,ERR1555202,Harris2018,2013.0,,,Europe,UK,,0.25,0.015,16,Inducible,Intact,Intact,Yes
ERR1555203,ERR1555203,Harris2018,2013.0,,,Europe,UK,,0.25,0.002,8,Inducible,Intact,Intact,Yes
ERR1555204,ERR1555204,Harris2018,2013.0,,,Europe,UK,,0.03,0.004,0.03,LOF,Intact,LOF,No
ERR1555205,ERR1555205,Harris2018,2013.0,,,Europe,UK,,0.125,0.008,0.03,Inducible,Intact,Intact,Yes
ERR1555206,ERR1555206,Harris2018,2013.0,,,Europe,UK,,0.06,0.004,0.03,LOF,Intact,Intact,No
ERR1555207,ERR1555207,Harris2018,2013.0,,,Europe,UK,,0.06,0.004,0.03,LOF,Intact,Intact,No
ERR1555208,ERR1555208,Harris2018,2013.0,,,Europe,UK,,0.125,0.004,0.03,Inducible,Intact,Intact,Yes
ERR1555209,ERR1555209,Harris2018,2013.0,,,Europe,UK,,0.03,0.008,0.03,LOF,Intact,Intact,No
ERR1555210,ERR1555210,Harris2018,2013.0,,,Europe,UK,,0.125,0.002,0.03,Inducible,Intact,LOF,Yes
ERR1555211,ERR1555211,Harris2018,2013.0,,,Europe,UK,,0.125,0.004,0.006,Inducible,Intact,Intact,Yes
ERR1555212,ERR1555212,Harris2018,2013.0,,,Europe,UK,,0.06,0.002,0.03,Inducible,Intact,Intact,No
